"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/24/19 19:54","I agree to participate.",5,4,1,0,1,0,0,3,0,1,4,5,5,0,1,1,5,5,1,1,2,3,5,3,1,2,0,5,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,"Male","Yes","At least once a day","less than 100",1,"Public","goblin_wars","AX29XXI8QOSC6","",438,25,22,4,6,9,-10
"4/24/19 19:57","I agree to participate.",4,4,5,4,4,4,3,4,3,3,4,3,4,3,5,4,5,5,4,5,4,5,4,5,4,5,4,4,4,4,3,3,1,1,-1,-1,1,1,-1,-1,1,-1,39,"Male","Yes","less than once per week","less than 100",1,"Private","","A1CW30JQN12CIN","",439,23,26,23,25,23,0
"4/24/19 19:58","I agree to participate.",3,3,1,2,3,2,1,3,3,2,3,4,2,1,3,2,4,1,4,4,2,4,3,4,4,4,4,4,2,3,2,3,1,1,-1,1,1,1,1,1,-1,1,29,"Female","Yes","two to three times per week","100 to 200",3,"Public","SavedByGrace14","A1NDM9R54FJMPW","",440,19,15,16,17,17,6
"4/24/19 19:59","I agree to participate.",4,4,0,0,3,0,4,4,1,2,3,4,4,1,2,0,5,5,1,1,2,5,5,5,3,1,2,4,5,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,"Male","Yes","two to three times per day","less than 100",5,"Public","brodawg42069","A1S9N071I5RPE9","",441,26,27,9,9,11,-8
"4/24/19 20:00","I agree to participate.",5,5,0,0,1,0,5,3,0,0,1,5,5,0,1,0,5,5,2,1,3,5,5,5,1,0,3,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,"Male","Yes","At least once a day","less than 100",2,"Private","","A38ZV8LBZ034IZ","",442,25,23,3,5,8,-10
"4/24/19 20:00","I agree to participate.",5,0,3,3,5,0,5,5,3,3,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,5,3,5,5,0,3,5,1,1,-1,-1,1,1,-1,-1,1,-1,53,"Female","Yes","four to five times per day or more","more than 1000",7,"Public","Newlysane","A20OJFEDEPK5SU","",443,30,23,17,22,28,0
"4/24/19 20:00","I agree to participate.",3,3,3,4,5,1,3,5,4,2,4,4,3,3,3,5,4,3,4,5,5,5,2,4,3,5,5,2,0,3,4,5,1,1,1,1,1,1,-1,1,1,1,43,"Female","Yes","less than once per week","less than 100",1,"Private","","A3P51GVWVEM4KN","",444,18,18,20,23,29,8
"4/24/19 20:01","I agree to participate.",5,5,3,4,5,0,4,5,5,4,5,5,5,4,4,3,4,4,4,5,5,5,5,5,3,4,4,3,0,4,3,4,1,-1,-1,1,1,1,-1,-1,-1,-1,32,"Male","Yes","less than once per week","less than 100",2,"Private","","A271V19C06841K","",445,26,24,23,24,26,-2
"4/24/19 20:01","I agree to participate.",4,3,0,2,2,0,3,3,2,2,1,4,4,2,4,0,4,4,3,3,2,5,5,4,2,3,2,5,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A1UACZOEGQ86U6","",446,25,20,13,16,8,-10
"4/24/19 20:02","I agree to participate.",5,5,2,3,4,0,5,5,4,2,4,5,5,3,4,1,5,5,1,3,4,5,5,4,0,4,1,4,0,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Female","Yes","two to three times per week","300 to 400",3,"Public","nowayitsbless","A2SKQU23TNJKTB","",447,29,24,11,18,15,-10
"4/24/19 20:04","I agree to participate.",4,5,3,3,1,0,4,5,3,1,3,5,5,1,5,0,4,5,4,0,0,5,4,2,0,0,0,0,3,3,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,"Male","Yes","two to three times per week","less than 100",5,"Public","SellingDrama","A3QEBRCOTOBU6V","",448,21,25,14,14,4,-10
"4/24/19 20:06","I agree to participate.",5,5,0,0,0,0,5,3,0,0,0,4,5,3,4,0,3,4,0,0,0,3,5,4,0,0,0,0,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,"Female","Yes","less than once per week","less than 100",2,"Private","","A2FVI0I4IWS4B","",449,22,26,3,4,0,-10
"4/24/19 20:07","I agree to participate.",1,1,0,2,3,0,0,3,1,0,1,2,1,0,2,0,2,4,4,4,0,5,1,4,1,2,0,3,0,1,5,2,1,-1,1,1,1,-1,-1,1,1,-1,36,"Male","Yes","less than once per week","less than 100",1,"Public","gtrumbo","AMHSZPFIQZKCP","",450,9,13,7,15,6,2
"4/24/19 20:08","I agree to participate.",1,3,2,1,0,0,4,5,2,1,0,4,5,2,1,0,3,5,4,3,0,5,2,3,1,3,0,4,2,0,4,1,-1,1,1,1,1,-1,-1,-1,1,-1,36,"Male","Yes","At least once a day","less than 100",1,"Private","","A1F3QNQHIL7K4U","",451,18,23,11,13,1,0
"4/24/19 20:09","I agree to participate.",4,2,3,1,3,0,4,4,4,3,4,4,3,4,4,2,4,3,1,2,2,3,4,3,4,4,4,3,4,3,4,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,23,"Female","Yes","two to three times per week","200 to 300",2,"Private","","A14DRED7XJ1F2V","",452,23,19,19,18,18,-8
"4/24/19 20:10","I agree to participate.",5,5,5,4,5,0,4,5,5,5,5,3,5,5,4,5,5,5,5,5,4,5,3,5,5,2,3,0,0,2,3,2,1,-1,1,1,1,-1,-1,-1,-1,1,37,"Male","Yes","two to three times per week","100 to 200",6,"Public","","A1D0DHEF8HCABM","",453,20,25,27,23,24,0
"4/24/19 20:12","I agree to participate.",5,3,4,2,3,0,4,2,1,0,1,4,4,5,3,0,4,4,1,2,2,3,3,2,0,0,0,0,1,0,3,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,24,"Female","Yes","two to three times per week","100 to 200",3,"Private","","A10Q4U3BRHXXPP","",454,20,16,11,10,6,-8
"4/24/19 20:16","I agree to participate.",4,5,0,3,1,0,3,5,1,1,1,4,5,2,4,3,4,5,4,5,3,5,5,4,1,2,3,0,5,1,3,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,37,"Male","Yes","two to three times per week","less than 100",2,"Public","JeritB","A3T021IZ1409ZH","",455,20,29,9,18,12,-6
"4/24/19 20:21","I agree to participate.",4,4,5,4,2,4,3,3,4,5,4,3,3,2,1,4,1,4,4,4,4,5,3,4,5,3,2,5,4,5,4,4,-1,-1,-1,-1,-1,1,-1,-1,-1,1,26,"Female","Yes","two to three times per day","less than 100",5,"Public","","A2M6O2Z15SHWDQ","",456,19,22,25,21,20,-6
"4/24/19 20:21","I agree to participate.",5,5,0,0,0,0,3,3,0,0,1,5,5,0,2,0,5,5,0,0,0,5,5,0,0,0,0,5,5,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,"Male","Yes","four to five times per day or more","100 to 200",7,"Public","","A3W2QNET7TUNDQ","",457,28,23,0,2,6,-10
"4/24/19 20:24","I agree to participate.",3,4,0,2,3,0,4,3,2,1,3,4,4,1,4,1,4,5,0,4,3,5,4,4,1,2,1,5,0,1,2,5,-1,1,-1,-1,-1,-1,-1,1,-1,1,33,"Male","Yes","At least once a day","less than 100",3,"Private","","A3DFJV1RD653DQ","",458,24,20,5,15,16,-4
"4/24/19 20:26","I agree to participate.",5,5,2,2,2,0,3,3,4,2,3,5,5,4,5,0,3,5,3,4,3,5,5,3,1,3,1,4,4,2,4,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,28,"Female","Yes","two to three times per week","100 to 200",3,"Public","smashasaurus","A2JPUXT8WS5YVX","",459,25,25,16,20,10,-6
"4/24/19 20:26","I agree to participate.",4,4,1,2,3,1,5,5,4,4,4,4,4,3,4,1,3,4,1,3,3,4,4,4,3,1,3,3,3,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,21,"Female","Yes","four to five times per day or more","400 to 500",6,"Public","drewsalinas","A1XV3WQ8OY7VVW","",460,23,24,13,15,15,-2
"4/24/19 20:26","I agree to participate.",4,3,0,2,3,0,4,4,3,2,1,4,5,3,4,0,4,3,2,2,0,5,4,4,2,4,0,3,0,2,4,0,1,-1,1,-1,1,-1,1,-1,-1,-1,30,"Male","Yes","four to five times per week","less than 100",2,"Private","","ANYY4NTDXOI4P","",461,23,19,12,18,4,-2
"4/24/19 20:27","I agree to participate.",4,4,1,0,1,0,4,5,1,0,1,5,5,1,3,0,4,5,3,0,1,5,5,4,1,0,0,3,5,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Female","Yes","four to five times per week","less than 100",3,"Public","rari797","A1OBB3PWYWK9KK","",462,25,28,8,4,3,-10
"4/24/19 20:27","I agree to participate.",5,5,3,1,1,0,5,4,0,0,1,4,5,0,5,0,4,5,5,2,2,5,1,5,4,0,0,4,1,3,4,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,73,"Male","Yes","At least once a day","less than 100",3,"Private","","A4JXOQ8YA28RZ","",463,23,25,15,12,5,-6
"4/24/19 20:30","I agree to participate.",3,3,4,5,3,0,4,4,3,4,5,5,4,4,4,4,3,3,5,5,4,5,5,4,3,5,5,3,1,2,3,3,-1,-1,1,1,1,1,1,-1,1,1,59,"Female","Yes","four to five times per week","less than 100",2,"Public","angelgirl22222","A1DF8MGECR4ZK8","",464,23,19,21,26,24,4
"4/24/19 20:30","I agree to participate.",4,5,0,5,4,0,4,4,3,1,0,5,4,0,4,0,2,5,1,5,0,4,5,4,0,0,0,3,0,3,4,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,37,"Female","Yes","two to three times per week","less than 100",1,"Public","TexasRed","AFWJT2RB6Y4SZ","",465,23,22,7,19,4,-8
"4/24/19 20:30","I agree to participate.",2,3,4,2,1,3,5,4,2,1,3,4,5,2,1,3,2,1,3,5,2,1,2,5,4,3,1,0,4,5,3,4,-1,1,1,-1,1,1,-1,1,-1,1,32,"Female","Yes","two to three times per day","100 to 200",5,"Private","NoNameToDie","AWJ4EHRKDZ53X","",466,15,22,20,15,14,2
"4/24/19 20:30","I agree to participate.",4,3,0,3,4,0,2,3,3,1,2,4,4,1,3,1,3,1,5,5,2,4,5,3,0,3,1,0,0,1,2,2,-1,1,-1,1,1,-1,1,1,-1,-1,32,"Female","Yes","four to five times per day or more","200 to 300",5,"Public","forgetxclosure","A31D4OCLMV4K5K","",467,18,14,10,17,12,0
"4/24/19 20:35","I agree to participate.",4,5,2,5,0,0,4,5,2,0,0,4,5,3,2,0,4,4,2,4,0,2,2,3,0,0,0,0,1,2,0,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,28,"Male","Yes","less than once per week","less than 100",1,"Public","NeoGenMike","A1I8KRIXSGZXX2","",468,18,23,11,11,0,-4
"4/24/19 20:37","I agree to participate.",1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,3,2,3,3,3,2,3,2,2,2,2,3,2,2,3,1,1,-1,1,1,-1,-1,-1,-1,-1,42,"Male","Yes","At least once a day","less than 100",4,"Private","","A2Q9EDMARU6D1P","",469,10,13,10,11,11,-2
"4/24/19 20:41","I agree to participate.",0,3,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,5,4,5,5,5,3,4,1,1,-1,1,1,1,-1,-1,-1,1,45,"Male","Yes","At least once a day","less than 100",5,"Public","","A3N46QXET3UPY","",470,21,22,27,24,24,2
"4/24/19 20:42","I agree to participate.",4,5,3,4,5,0,4,5,4,5,3,3,3,4,4,5,5,5,4,5,5,5,5,3,5,0,5,0,5,0,0,5,1,1,1,1,1,1,-1,-1,-1,1,41,"Male","Yes","At least once a day","less than 100",5,"Public","unique4purpose","A2YKYAZYVWOXBO","",471,21,26,20,18,28,4
"4/24/19 20:44","I agree to participate.",4,5,4,5,4,4,4,1,5,4,3,3,5,4,1,5,4,5,4,4,3,1,4,5,4,4,4,5,1,5,4,5,-1,-1,-1,-1,1,-1,1,1,1,-1,45,"Male","Yes","At least once a day","200 to 300",6,"Private","williamlutz","A9J8V8P7W86Y8","",472,24,22,26,22,24,-2
"4/24/19 20:44","I agree to participate.",3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,1,4,2,4,5,3,2,3,4,3,4,3,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,34,"Female","Yes","two to three times per week","100 to 200",4,"Private","","A1PEUJ23G02GUZ","",473,21,20,15,19,18,-6
"4/24/19 20:45","I agree to participate.",5,5,2,2,4,0,5,4,3,2,2,5,5,5,5,4,5,5,2,3,1,5,5,4,3,4,1,4,2,4,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Female","Yes","At least once a day","300 to 400",4,"Public","anneschrock1982","A31PCN2LP7DP8I","",474,29,25,19,17,17,-8
"4/24/19 20:45","I agree to participate.",3,0,0,0,0,0,0,0,0,3,0,5,4,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,33,"Female","Yes","two to three times per week","less than 100",4,"Private","","A2ADEPVGNNXNPA","",475,10,4,2,7,0,8
"4/24/19 20:45","I agree to participate.",2,1,3,4,5,1,3,3,4,3,5,5,3,3,4,5,2,2,5,1,4,5,4,3,2,5,4,2,2,2,2,5,-1,-1,-1,1,1,1,-1,-1,-1,1,23,"Male","Yes","four to five times per day or more","less than 100",7,"Public","","@White_Juche","",476,18,14,19,19,28,-2
"4/24/19 20:46","I agree to participate.",2,3,1,2,3,0,1,3,3,1,2,3,2,3,2,2,4,3,0,4,3,5,5,5,3,4,3,4,3,2,4,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,32,"Male","Yes","four to five times per week","200 to 300",4,"Private","","A3I1ZTAZ8X6RW5","",477,19,19,12,17,16,-4
"4/24/19 20:49","I agree to participate.",4,3,3,3,4,0,3,3,3,4,3,4,3,3,3,5,3,4,5,4,3,5,4,3,4,4,4,0,1,2,4,5,1,-1,1,1,1,-1,-1,-1,-1,1,39,"Male","Yes","four to five times per week","less than 100",1,"Private","","A3B7TNVOISSZ2O","",478,18,17,20,22,24,0
"4/24/19 20:50","I agree to participate.",2,3,0,2,4,0,3,3,2,3,4,4,3,2,3,0,3,4,1,2,3,4,4,4,1,3,3,4,2,3,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,23,"Female","Yes","four to five times per day or more","100 to 200",5,"Public","m_griesenauer","ADNAVIZ9SABYS","",479,20,19,9,14,17,-6
"4/24/19 20:53","I agree to participate.",4,3,0,2,2,0,2,4,2,1,1,4,4,1,4,0,4,5,3,4,1,5,5,4,3,2,2,5,2,2,4,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,26,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A1GQ2Q1USIMC63","",480,24,22,11,17,8,-8
"4/24/19 20:59","I agree to participate.",4,4,2,2,4,0,4,5,3,2,4,5,5,2,3,2,4,4,1,2,2,5,4,3,3,2,2,2,1,2,2,4,1,-1,1,-1,1,-1,-1,-1,-1,-1,35,"Female","Yes","At least once a day","less than 100",6,"Public","","A1OC9TAY4UAPW0","",482,23,22,13,13,18,-4
"4/24/19 21:02","I agree to participate.",3,2,4,4,2,0,4,3,2,5,3,5,3,5,2,4,4,2,5,4,2,4,5,3,4,2,4,4,2,4,4,3,-1,-1,1,-1,1,-1,1,1,1,1,36,"Male","Yes","two to three times per week","less than 100",3,"Public","","A3Q8YJFHPFWCN2","",483,25,15,24,21,18,2
"4/24/19 21:02","I agree to participate.",5,4,2,3,1,0,3,4,2,2,2,4,4,2,3,1,2,4,3,5,3,5,4,4,3,3,3,4,0,2,5,3,-1,-1,1,1,1,-1,-1,1,1,-1,22,"Male","Yes","two to three times per day","less than 100",1,"Private","","A2VHNGVWAY4O3U","",484,22,20,14,21,13,0
"4/24/19 21:02","I agree to participate.",5,5,1,3,1,0,5,5,4,3,5,5,5,3,5,3,3,5,4,3,5,5,5,5,3,2,3,5,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,"Female","Yes","less than once per week","less than 100",2,"Private","","A3F4BE229KYG3S","",485,28,27,18,19,20,-10
"4/24/19 21:03","I agree to participate.",4,3,4,3,3,3,2,3,3,3,3,3,4,3,5,5,4,3,1,5,4,4,4,4,3,3,3,3,3,3,4,4,-1,-1,-1,-1,1,-1,-1,-1,1,1,57,"Female","Yes","four to five times per day or more","500 to 600",5,"Private","tita_ni_pakurot","A1IBZC62E9DNGP","",486,20,20,17,23,22,-4
"4/24/19 21:03","I agree to participate.",2,4,3,3,5,0,3,2,5,2,3,3,5,4,2,5,3,3,2,3,5,5,3,4,4,4,4,1,3,3,2,3,-1,-1,1,-1,-1,1,1,-1,-1,1,33,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A2DNLHS1RSTF5R","",487,15,21,21,16,25,-2
"4/24/19 21:09","I agree to participate.",5,5,0,2,3,0,5,4,3,1,1,5,5,3,5,0,4,5,1,3,1,5,5,5,1,1,1,4,1,1,3,2,1,1,-1,1,1,-1,-1,-1,-1,-1,27,"Female","Yes","less than once per week","less than 100",1,"Private","","AKX9W0NF71OI7","",489,28,25,9,15,8,-2
"4/24/19 21:10","I agree to participate.",1,3,0,2,2,0,0,5,0,1,1,3,4,0,3,0,0,4,3,3,1,3,0,3,3,4,2,0,0,2,4,0,1,1,1,1,1,-1,-1,1,-1,1,38,"Male","Yes","less than once per week","less than 100",1,"Public","Chubosaurus","A12JZYXJMB6BG4","",490,4,19,8,17,6,4
"4/24/19 21:12","I agree to participate.",3,4,2,2,3,1,3,3,3,2,1,3,4,4,4,0,2,4,0,2,5,3,4,2,1,1,2,2,2,3,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,25,"Female","Yes","four to five times per day or more","more than 1000",5,"Public","YvesNoble","A16LTU114BWG76","",491,17,19,13,14,14,-6
"4/24/19 21:15","I agree to participate.",4,4,2,1,1,0,4,3,2,4,1,5,4,3,1,0,4,4,3,0,1,4,4,3,1,1,0,4,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,61,"Male","Yes","four to five times per day or more","100 to 200",2,"Public","","A17V85U8PXS4LJ","",492,25,20,14,10,5,-8
"4/24/19 21:18","I agree to participate.",4,1,5,5,4,0,3,4,4,4,2,5,1,4,3,3,4,1,5,5,3,5,4,3,4,5,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,30,"Male","Yes","four to five times per week","less than 100",2,"Public","Bloodbringer2","A1RWXE4FE0N6SS","",493,23,11,24,23,16,10
"4/24/19 21:19","I agree to participate.",3,3,4,4,4,0,3,3,3,4,2,3,4,2,3,4,2,2,4,5,2,4,2,4,1,2,3,2,0,2,2,3,1,1,1,1,1,1,1,-1,1,-1,36,"Male","Yes","two to three times per week","less than 100",3,"Private","chrisirvin83","A2Z0K8BA0U0VI3","",494,15,16,16,20,18,6
"4/24/19 21:19","I agree to participate.",4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,1,4,3,4,4,2,4,5,4,3,3,3,4,0,4,4,4,-1,1,1,1,1,1,-1,1,1,-1,46,"Female","Yes","two to three times per week","100 to 200",2,"Public","","A3J3B2YKY5HDGF","",495,21,19,23,23,18,4
"4/24/19 21:20","I agree to participate.",4,4,3,4,4,0,4,4,4,3,4,5,4,3,4,4,4,4,3,5,4,5,4,4,3,4,4,2,1,3,4,4,-1,1,1,1,1,-1,-1,1,-1,1,44,"Male","Yes","two to three times per week","less than 100",5,"Private","","ASRHREKY63H3H","",496,23,21,19,24,24,2
"4/24/19 21:22","I agree to participate.",5,5,0,4,0,0,5,5,4,0,3,5,5,5,3,5,5,5,0,3,4,4,5,5,4,3,0,3,5,1,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,"Female","Yes","two to three times per week","200 to 300",3,"Private","","A5XRJ3DY8R068","",497,28,30,14,18,12,-8
"4/24/19 21:23","I agree to participate.",4,3,1,3,1,1,3,4,2,3,4,5,5,3,4,0,4,5,3,4,1,3,4,4,0,1,3,2,1,3,1,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,23,"Female","Yes","less than once per week","100 to 200",3,"Private","","A1NZJJ6HW8GRCU","",498,22,22,12,16,9,-6
"4/24/19 21:24","I agree to participate.",5,4,2,3,5,4,3,2,4,5,5,4,5,4,3,5,5,4,5,4,3,5,5,5,4,3,5,5,3,2,4,5,-1,-1,-1,-1,-1,-1,-1,1,1,-1,27,"Male","Yes","four to five times per day or more","100 to 200",7,"Private","kristintriplet3","A16KCYWNI9AA80","",499,27,23,21,22,28,-6
"4/24/19 21:25","I agree to participate.",4,4,0,3,4,0,4,4,5,1,3,5,4,4,5,0,2,4,0,1,3,5,4,3,1,0,1,1,3,1,3,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,33,"Female","Yes","At least once a day","less than 100",4,"Public","theRealSchady","A1NM3VA211XXEN","",500,20,22,11,13,11,-4
"4/24/19 21:31","I agree to participate.",3,3,3,3,2,1,4,3,4,2,3,3,2,3,2,3,3,2,3,3,1,2,2,2,1,4,1,4,2,3,3,3,-1,-1,-1,1,1,-1,1,-1,1,-1,32,"Male","Yes","four to five times per week","200 to 300",5,"Public","cyprusniko","A1UJ2M1AKWMNLC","",501,19,14,17,17,13,-2
"4/24/19 21:34","I agree to participate.",3,4,1,1,1,0,4,3,3,1,2,5,5,3,4,0,5,3,1,2,3,5,5,3,2,1,2,2,3,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Female","Yes","At least once a day","less than 100",5,"Public","yellowheatso","ADR5NXD0FGONS","",502,24,21,12,12,8,-10
"4/24/19 21:40","I agree to participate.",2,3,4,4,5,0,2,4,5,4,5,5,3,5,5,5,4,5,2,5,5,5,5,5,4,4,5,5,1,3,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,33,"Male","Yes","two to three times per day","100 to 200",6,"Private","","A2UUKFTD0VUX2S","",503,23,21,23,23,30,-6
"4/24/19 21:42","I agree to participate.",3,5,1,4,2,0,5,5,2,1,1,5,5,2,5,2,5,5,3,4,1,5,5,4,0,1,0,4,1,3,2,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,41,"Male","Yes","two to three times per week","less than 100",2,"Private","","A2EXM21XS6NZV5","",504,27,25,11,17,10,-6
"4/24/19 21:43","I agree to participate.",4,5,2,2,1,0,5,5,2,2,1,4,5,2,2,0,4,5,3,3,1,5,5,4,1,1,3,0,4,1,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,"Male","Yes","four to five times per day or more","100 to 200",3,"Public","","A397HP5TSIF2LO","",505,22,28,11,14,6,-8
"4/24/19 21:45","I agree to participate.",4,5,2,3,4,0,4,5,2,2,3,4,5,3,5,2,5,5,1,5,3,4,3,4,1,3,3,4,3,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,"Female","Yes","four to five times per day or more","200 to 300",6,"Public","krazywithkurves","A36PJP7KXXI184","",506,24,27,12,21,18,-8
"4/24/19 21:47","I agree to participate.",4,3,4,4,4,1,3,4,4,4,3,2,4,4,3,4,4,3,5,4,3,2,4,3,3,4,4,5,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,30,"Male","No","N/A ( I do not have a Twitter account)","100 to 200, I do not wish to disclose this information.",6,"N/A (I do not have a Twitter account)","","A3LJZZYJH97ZI4","",507,22,21,24,23,21,-8
"4/24/19 21:48","I agree to participate.",5,5,3,2,1,0,3,5,5,1,1,5,5,2,3,1,5,5,4,2,2,5,5,5,5,2,2,4,1,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,"Male","Yes","less than once per week","less than 100",1,"Private","","A184EIWAV7P9EH","",508,27,26,20,13,8,-8
"4/24/19 21:49","I agree to participate.",4,5,3,3,4,0,5,4,2,1,4,5,5,2,5,5,5,5,3,5,5,5,4,4,0,5,5,5,0,0,2,5,1,1,1,1,1,-1,1,-1,-1,1,38,"Female","Yes","At least once a day","less than 100",7,"Public","kss4tink","A34UFMGVNCFKVV","",509,28,23,10,21,28,4
"4/24/19 21:51","I agree to participate.",1,3,0,0,2,0,0,4,3,1,1,3,3,3,4,1,1,3,1,2,2,4,3,2,3,0,1,2,1,2,4,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,41,"Female","Yes","two to three times per week","less than 100",4,"Public","tamaleconsalsa","A3M706WDRF9W4E","",510,10,16,12,11,9,-6
"4/24/19 21:56","I agree to participate.",3,4,0,2,2,0,4,4,3,1,1,4,5,2,2,0,5,4,1,3,2,5,5,3,3,1,1,4,2,3,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,"Female","Yes","four to five times per week","less than 100",4,"Public","aesilverman","A2N9Q1IHLP4LGI","",511,25,22,12,12,6,-8
"4/24/19 21:57","I agree to participate.",4,3,4,3,2,1,4,5,4,3,5,5,3,4,4,3,4,4,5,5,3,4,5,5,3,3,5,4,2,3,4,3,-1,-1,-1,-1,1,-1,1,-1,-1,-1,51,"Male","Yes","two to three times per week","400 to 500",2,"Private","","AW081A2YEZT14","",512,26,22,23,22,21,-6
"4/24/19 21:59","I agree to participate.",4,2,5,5,4,3,5,4,1,3,2,5,5,1,4,5,5,2,3,5,5,2,1,4,3,5,5,3,3,5,3,1,1,-1,1,1,-1,1,-1,-1,1,-1,33,"Female","Yes","two to three times per day","400 to 500",5,"Private","","A319A00WUMMU4R","",513,23,20,18,25,22,0
"4/24/19 21:59","I agree to participate.",3,4,0,4,4,0,3,4,1,2,4,5,5,2,5,0,4,5,2,3,4,5,5,5,2,3,3,1,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,"Female","Yes","At least once a day","less than 100",4,"Private","","AC7QPNOH2LELF","",514,21,25,9,20,17,-10
"4/24/19 22:01","I agree to participate.",2,4,3,3,1,1,4,3,1,1,2,5,4,1,1,2,3,4,3,2,2,2,3,2,4,3,2,3,4,3,3,3,-1,1,-1,-1,1,-1,1,1,1,-1,36,"Female","Yes","two to three times per week","less than 100",4,"Private","","A3MS21UJPMHLK0","",515,20,21,15,13,12,0
"4/24/19 22:03","I agree to participate.",2,3,1,1,0,0,5,4,2,0,0,5,5,2,2,0,4,4,3,2,0,5,3,3,3,2,0,0,4,1,4,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,39,"Male","Yes","two to three times per week","less than 100",3,"Public","toddmallen_tw","A3DBG3IETULYCN","",516,19,23,12,11,0,-6
